age,gender,occupation,education_level,device_type,daily_usage_hours,template
49,Other,Professor,PhD,Desktop,4.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""High"", ""2025-11-25""], [""Code Review"", ""Completed"", ""High"", ""2025-11-16""], [""Report Writing"", ""Completed"", ""Medium"", ""2025-11-17""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Workout"", ""done"": true}]}]"
21,Female,Designer,Bachelor,Mobile,8.8,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]"
55,Male,Consultant,PhD,Tablet,4.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""High"", ""2025-11-20""], [""Client Demo"", ""Completed"", ""Low"", ""2025-11-11""], [""Client Demo"", ""In Progress"", ""High"", ""2025-11-24""]]}]"
63,Male,Officer,PhD,Desktop,3.0,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]"
48,Female,Researcher,PhD,Tablet,4.8,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Medium"", ""2025-11-13""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": true}]}]"
45,Male,Officer,PhD,Desktop,4.7,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Workout"", ""done"": false}]}]"
62,Other,Consultant,PhD,Tablet,5.6,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": true}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}]}]"
51,Male,Officer,PhD,Tablet,3.1,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Low"", ""2025-11-20""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]"
26,Female,Doctor,Master,Laptop,6.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-12""], [""Report Writing"", ""In Progress"", ""Low"", ""2025-11-22""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-19""]]}]"
52,Other,Researcher,PhD,Tablet,5.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""High"", ""2025-11-16""]]}]"
31,Female,Teacher,Master,Tablet,4.7,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]"
60,Male,Researcher,PhD,Desktop,3.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""Completed"", ""Low"", ""2025-11-23""], [""Client Demo"", ""Completed"", ""High"", ""2025-11-11""], [""Client Demo"", ""In Progress"", ""High"", ""2025-11-22""]]}]"
40,Male,Doctor,Master,Laptop,5.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""High"", ""2025-11-20""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Workout"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]"
40,Female,Manager,Master,Desktop,6.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-19""], [""Client Demo"", ""In Progress"", ""High"", ""2025-11-23""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Workout"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}]}]"
35,Other,Teacher,Master,Desktop,4.6,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}]}]"
64,Male,Professor,PhD,Desktop,4.8,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Medium"", ""2025-11-24""], [""Team Meeting"", ""In Progress"", ""Low"", ""2025-11-28""], [""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-21""]]}]"
58,Other,Officer,PhD,Tablet,5.0,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""Completed"", ""Low"", ""2025-11-21""], [""Team Meeting"", ""In Progress"", ""High"", ""2025-11-12""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]"
32,Female,Chef,Master,Tablet,6.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-23""], [""Report Writing"", ""Completed"", ""Low"", ""2025-11-28""], [""Report Writing"", ""Completed"", ""Medium"", ""2025-11-21""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Read Book"", ""done"": true}]}]"
30,Male,Chef,Master,Desktop,5.0,"[{""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}]}]"
50,Female,Professor,PhD,Desktop,3.9,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""High"", ""2025-11-26""], [""Team Meeting"", ""Completed"", ""Low"", ""2025-11-18""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}]}]"
25,Male,Developer,Bachelor,Mobile,6.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-13""], [""Code Review"", ""In Progress"", ""High"", ""2025-11-24""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}]}]"
51,Other,Professor,PhD,Tablet,5.6,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""High"", ""2025-11-22""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-15""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}]}]"
57,Other,Consultant,PhD,Tablet,4.4,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Client Demo"", ""In Progress"", ""Low"", ""2025-11-30""], [""Report Writing"", ""In Progress"", ""High"", ""2025-11-14""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]"
55,Other,Consultant,PhD,Desktop,3.0,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""Completed"", ""Low"", ""2025-11-10""], [""Report Writing"", ""In Progress"", ""High"", ""2025-11-17""], [""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-17""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Read Book"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}]}]"
30,Male,Manager,Master,Desktop,5.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""Medium"", ""2025-11-10""]]}]"
28,Other,Doctor,Master,Laptop,5.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Code Review"", ""In Progress"", ""Medium"", ""2025-11-30""], [""Code Review"", ""In Progress"", ""Medium"", ""2025-11-12""]]}]"
54,Other,Officer,PhD,Desktop,3.8,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Medium"", ""2025-11-30""], [""Report Writing"", ""Completed"", ""High"", ""2025-11-11""], [""Code Review"", ""In Progress"", ""Medium"", ""2025-11-16""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Read Book"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]"
55,Male,Officer,PhD,Tablet,4.3,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-20""], [""Report Writing"", ""Completed"", ""Low"", ""2025-11-25""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Workout"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Read Book"", ""done"": true}]}]"
25,Male,Designer,Bachelor,Mobile,6.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-19""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": false}, {""task"": ""Meditation"", ""done"": false}, {""task"": ""Call Family"", ""done"": false}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Call Family"", ""done"": true}]}]"
24,Other,Developer,Bachelor,Mobile,6.7,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""Completed"", ""Medium"", ""2025-11-22""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-18""]]}]"
34,Female,Manager,Master,Desktop,6.2,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Team Meeting"", ""In Progress"", ""High"", ""2025-11-18""], [""Code Review"", ""Completed"", ""Medium"", ""2025-11-13""], [""Team Meeting"", ""Completed"", ""High"", ""2025-11-27""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Meditation"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Call Family"", ""done"": false}]}]"
24,Female,Analyst,Bachelor,Tablet,6.5,"[{""name"": ""Work Tasks"", ""type"": ""table"", ""columns"": [{""name"": ""Task"", ""type"": ""text""}, {""name"": ""Status"", ""type"": ""options"", ""options"": [""In Progress"", ""Completed""]}, {""name"": ""Priority"", ""type"": ""options"", ""options"": [""High"", ""Medium"", ""Low""]}, {""name"": ""Due Date"", ""type"": ""date""}], ""values"": [[""Report Writing"", ""In Progress"", ""Low"", ""2025-11-10""], [""Report Writing"", ""In Progress"", ""Low"", ""2025-11-21""], [""Client Demo"", ""In Progress"", ""Medium"", ""2025-11-20""]]}, {""name"": ""Personal To-Do"", ""type"": ""todolist"", ""items"": [{""task"": ""Grocery Shopping"", ""done"": true}, {""task"": ""Call Family"", ""done"": true}, {""task"": ""Read Book"", ""done"": false}, {""task"": ""Meditation"", ""done"": true}]}]"
